BGG Rank,Complexity Average,Mech_role_camp,Strategy,Wargames
914,2.13,0,0,0
8374,1.5,0,0,0
13265,2.0,0,0,0
649,2.13,1,1,0
18701,1.33,0,0,0
2240,2.4,0,0,0
12211,1.8,1,0,0
10763,4.2,0,0,0
17751,1.13,0,0,0
8815,1.0,0,0,0
14685,1.0,0,0,0
14336,1.0,0,0,0
9060,1.0,0,0,0
2038,3.29,1,0,1
19043,1.4,0,0,0
5507,1.38,0,0,0
16486,3.13,1,0,1
13629,1.57,0,0,0
18736,1.77,0,0,0
3165,1.94,0,0,1
17278,1.75,0,0,0
6518,3.5,1,0,0
11587,2.53,0,0,1
15827,1.0,0,0,0
5560,3.0,1,1,0
9624,2.36,0,0,0
3242,2.57,1,0,1
5892,2.02,0,1,0
16382,1.5,0,0,0
12140,2.0,0,0,0
1489,1.48,0,0,0
20192,1.06,0,0,0
11502,2.0,0,0,0
1515,2.79,1,0,1
18291,3.0,0,0,0
17992,1.0,0,0,0
4831,2.55,1,0,0
14086,3.67,0,0,1
6854,2.18,0,0,0
12736,1.25,0,0,0
5495,2.18,0,0,0
14375,1.0,0,0,0
11394,4.1,1,0,0
3405,3.72,1,1,0
8633,1.25,0,0,0
12956,2.0,0,0,0
1618,1.25,0,0,0
15412,4.33,0,0,1
6281,2.0,1,0,0
8336,1.5,0,0,0
13120,1.18,1,0,0
13179,1.0,0,0,0
10408,2.0,1,0,0
7024,1.81,0,0,0
14741,2.0,1,0,0
17618,2.0,0,0,0
13409,2.0,0,0,0
3965,1.53,0,0,0
15096,1.0,0,0,0
3759,2.13,0,0,0
8208,3.2,1,1,0
10497,2.22,1,0,1
7832,1.0,0,0,0
20243,1.41,0,0,0
6787,3.36,1,0,1
13958,2.38,0,1,0
15421,2.0,1,0,0
5171,2.46,1,0,1
9015,1.22,0,0,0
15798,2.0,0,0,0
14034,2.8,0,0,1
7990,3.62,1,0,1
9442,2.5,0,0,0
7593,3.05,1,0,1
13625,1.57,1,0,0
12666,2.33,0,0,0
5859,2.63,1,0,0
9259,1.32,0,0,0
6320,4.18,0,1,0
1056,1.24,0,0,0
4766,2.56,0,1,0
14952,1.0,0,0,0
4231,1.57,0,0,0
4238,1.11,0,0,0
11753,3.63,0,0,0
10461,3.3,1,0,1
5483,1.23,0,0,0
8766,3.0,0,0,1
3822,1.43,1,0,0
2499,2.11,0,1,0
8517,3.5,0,0,0
13706,3.0,0,0,1
15098,2.33,0,0,0
12238,1.0,0,0,0
20215,1.1,0,0,0
4536,2.0,1,0,0
5109,2.0,0,0,0
8743,1.33,1,0,0
19256,2.0,0,0,0
18644,0.0,0,0,0
19560,1.75,0,0,0
5130,1.87,0,0,1
17573,1.33,0,0,0
7610,1.86,0,0,1
15162,1.0,0,0,0
16618,1.63,0,0,0
1566,2.83,0,1,0
10323,2.0,0,0,0
9942,2.92,1,0,0
19112,2.0,0,0,0
19472,1.6,0,0,0
18628,1.5,0,0,0
19745,1.43,0,0,0
7243,1.13,0,0,0
3950,2.04,0,0,0
17470,2.0,1,0,1
3829,2.07,0,0,0
18184,2.33,0,0,0
7997,2.2,1,0,0
3248,4.35,1,0,1
7717,2.81,1,0,1
7879,1.5,0,0,0
5020,1.26,0,0,0
12225,2.0,0,0,0
7711,1.5,0,0,0
5157,2.55,1,0,0
11577,1.18,0,0,0
20059,1.61,0,0,0
11717,2.57,0,0,1
7713,1.78,0,0,0
9019,3.6,0,0,1
19010,1.17,1,0,0
12593,2.33,1,0,0
11504,2.5,1,0,0
796,1.82,0,1,0
4401,1.56,0,0,0
2394,3.17,1,0,1
10014,4.2,1,0,1
3212,1.66,1,0,0
5153,3.0,0,0,1
14958,0.0,0,0,0
14180,1.75,0,0,0
16523,2.67,1,0,1
639,1.86,0,0,0
15151,2.33,0,0,1
6331,1.43,0,0,0
11325,2.5,1,0,1
13063,2.4,0,0,1
7983,2.71,1,0,1
20092,1.13,0,0,0
13244,1.0,0,0,0
6429,3.45,1,0,0
17188,3.9,0,0,1
5505,1.25,0,0,0
8725,2.64,1,0,0
11046,1.8,0,0,0
9585,1.38,0,0,0
18425,1.0,0,0,0
10258,3.45,1,0,1
15052,1.25,0,0,0
14287,2.0,0,0,0
13863,1.0,1,0,0
15224,2.0,0,0,0
484,1.52,0,0,0
6110,1.82,0,0,0
16036,2.85,0,0,1
19316,1.18,0,0,0
15785,1.67,0,0,0
5500,2.77,1,0,0
7089,3.36,1,0,1
7220,4.5,1,0,0
17959,1.33,0,0,0
9111,0.0,0,0,0
3508,3.72,0,0,1
13811,0.0,1,0,0
6319,2.33,0,0,0
7420,2.67,0,0,1
5603,1.4,0,0,0
8589,3.08,0,0,0
11319,2.0,0,0,0
12535,2.0,0,0,0
2945,1.12,0,0,0
6419,3.13,1,0,1
19804,1.5,0,0,0
15466,2.0,0,0,0
9159,2.33,1,0,1
17183,1.5,1,0,0
9830,2.11,0,0,1
4441,1.67,1,0,0
270,3.24,1,0,0
15188,1.67,0,0,0
1548,2.8,1,1,0
9217,1.76,0,0,0
14514,2.33,0,0,0
18308,1.5,0,0,0
16591,2.67,1,0,1
15210,1.0,0,0,0
4179,2.25,0,0,0
5699,1.82,0,0,0
17049,1.44,1,0,0
4077,1.5,0,0,0
1904,1.95,0,0,0
17983,1.0,0,0,0
7128,1.5,0,0,0
3067,2.05,0,1,0
5702,2.5,0,0,1
7785,1.6,0,0,0
8486,2.8,1,0,1
16194,2.36,1,0,1
9012,2.67,1,0,0
20120,1.1,0,0,0
12922,3.22,1,0,1
9883,3.79,1,0,1
2440,2.25,0,0,0
11363,1.0,0,0,0
17938,1.92,0,0,0
19277,1.0,0,0,0
11951,2.75,0,0,1
13413,1.75,1,0,0
19634,1.58,1,0,0
13078,3.0,0,0,1
15712,1.4,0,0,0
19013,1.15,0,0,0
8590,1.36,0,0,0
7896,3.73,1,0,1
8233,1.0,0,0,0
9188,1.15,0,0,0
4115,2.75,0,0,0
8858,2.56,0,0,1
3387,1.8,0,0,0
2371,2.49,1,1,1
11965,2.42,0,0,1
19352,1.5,0,0,0
10824,2.5,0,0,0
7736,1.17,0,0,0
9722,2.2,0,1,0
12618,3.13,1,0,1
4435,2.0,1,0,0
11920,1.67,0,0,0
20260,1.0,0,0,0
4472,1.97,0,1,0
15985,1.0,0,0,0
3439,2.24,1,1,0
12430,0.0,0,0,0
4701,2.5,0,0,0
7745,1.11,0,0,0
9684,2.33,0,0,1
13361,0.0,0,0,0
12076,1.16,0,0,0
11830,2.52,0,0,0
13097,2.0,1,0,0
8382,1.0,0,0,0
17918,1.5,0,0,0
3852,2.21,1,0,1
15523,1.12,0,0,0
12591,2.5,1,0,0
6248,1.49,0,0,0
9781,1.82,1,0,0
1613,1.76,0,0,0
13039,2.4,0,0,0
2647,2.11,0,0,0
6069,1.5,0,0,0
13306,2.25,1,0,1
18214,1.75,0,0,0
11918,1.8,0,0,0
3125,1.19,1,0,0
14642,1.3,0,0,0
4541,1.42,1,0,0
16752,0.0,0,0,0
15367,1.5,0,0,0
15072,1.5,0,0,0
8030,2.3,0,0,0
9994,1.0,0,0,0
10276,1.25,0,0,0
8292,2.0,1,0,0
10918,1.83,0,0,0
1653,3.69,1,0,1
11328,1.5,0,0,0
19234,2.2,0,0,0
14380,1.88,0,0,0
1709,1.69,1,0,0
14163,1.0,0,0,0
7601,4.17,0,0,1
15297,1.75,0,0,0
9097,1.94,0,0,0
9590,2.18,0,1,0
6208,2.11,1,0,0
12973,1.52,0,0,0
2416,1.94,0,1,0
16760,2.0,0,0,1
15844,2.6,1,0,0
5230,2.0,1,0,0
6638,4.07,1,0,1
16200,1.67,0,0,0
13890,1.0,0,0,0
6418,2.16,0,1,0
2189,3.36,1,1,0
19288,1.14,0,0,0
14344,2.0,0,0,0
13839,2.58,0,0,0
16476,1.75,0,0,0
4712,1.79,0,0,0
16510,2.0,0,0,0
54,3.38,1,0,0
19355,1.0,0,0,0
13872,1.9,1,0,0
12025,1.2,0,0,0
4220,2.92,0,0,0
8997,1.0,0,0,0
663,1.7,0,0,0
18779,1.75,0,0,0
1193,1.53,0,0,0
9936,1.2,0,0,0
4427,1.21,0,0,0
9033,2.76,0,0,1
13283,1.33,0,0,0
1907,2.12,0,0,1
13525,1.4,0,0,0
8677,2.33,0,0,0
11563,2.5,0,0,0
18527,1.22,0,0,0
15699,3.5,0,0,1
11878,2.08,0,0,0
16485,2.88,0,0,0
2773,3.95,1,1,0
19121,1.82,0,0,0
14282,1.78,1,0,0
7781,1.33,0,0,0
18053,1.29,0,0,0
6062,3.0,1,0,1
7908,2.5,0,0,0
1339,1.76,0,0,0
4800,2.08,0,1,0
14622,2.88,0,0,1
1462,1.17,0,0,0
13005,1.58,0,0,0
4510,2.53,1,0,1
1830,2.65,1,0,0
15451,1.17,0,0,0
6498,2.11,0,0,1
14765,1.0,0,0,0
18502,1.31,0,0,0
9119,1.91,0,0,0
15250,1.0,0,0,0
17098,1.5,0,0,0
14461,1.0,0,0,0
2559,2.93,0,1,0
3382,1.2,0,0,0
15574,1.5,0,0,0
12229,1.83,0,0,1
4263,2.62,0,0,0
14133,2.5,0,0,0
8553,2.71,1,0,1
19211,2.0,0,0,0
14445,1.77,0,0,0
3103,2.57,0,0,0
16617,1.33,0,0,0
19638,1.5,0,0,0
16569,1.0,0,0,0
19378,1.2,0,0,0
14588,1.29,0,0,0
2664,1.72,0,0,0
14019,2.0,0,0,0
14384,1.33,0,0,0
15973,2.5,0,0,0
12601,3.56,1,0,1
9681,1.5,0,0,0
4025,1.42,0,0,0
17606,1.0,0,0,0
17914,1.05,0,0,0
14561,1.0,1,0,0
17132,1.0,0,0,0
15353,1.83,0,0,0
4811,1.91,0,0,0
17498,1.37,0,0,1
4493,1.93,0,0,0
12798,2.33,0,0,0
15769,1.57,0,0,0
15838,1.09,0,0,0
4157,2.7,1,0,0
8579,2.39,1,0,1
19692,1.09,0,0,0
2306,1.8,1,0,0
12046,2.0,0,0,0
18492,2.38,0,0,0
13449,1.0,0,0,0
8202,2.54,0,0,0
12452,2.91,1,0,0
11398,2.86,0,0,1
5936,1.44,0,0,0
7891,2.68,1,0,1
2239,3.96,1,0,0
3047,3.47,1,1,0
1203,2.04,0,1,0
18752,2.0,0,0,0
16057,1.75,0,0,0
17166,1.76,0,0,0
19690,2.0,0,0,0
5564,1.0,0,0,0
20066,1.53,0,0,0
4834,2.22,0,0,0
13983,2.0,0,0,0
2875,1.95,0,1,0
13154,1.0,0,0,0
14487,1.0,0,0,0
10565,2.0,1,0,1
9068,2.33,0,0,0
3468,1.06,0,0,0
14239,1.5,0,0,0
9164,1.77,0,0,0
16907,3.23,1,0,1
1936,3.31,0,0,1
3731,1.62,0,0,0
9047,1.0,0,0,0
227,3.09,0,1,0
4302,1.2,0,0,0
7884,3.35,0,0,1
13071,2.29,0,0,0
8750,1.67,0,0,0
19297,2.0,0,0,0
16051,1.0,0,0,0
12492,0.0,0,0,0
5541,2.31,0,1,0
13907,1.33,0,0,0
2385,1.29,1,0,0
2924,1.31,0,0,0
6335,2.88,0,1,0
4518,2.05,1,0,0
5382,1.83,1,0,0
9619,1.9,1,0,1
7343,3.14,0,0,1
4881,1.27,1,0,0
18857,1.17,0,0,0
4153,2.67,1,1,0
3946,2.85,1,1,0
18623,1.25,0,0,0
15197,1.4,0,0,0
2844,2.15,0,1,0
8605,1.13,0,0,0
12049,2.33,0,0,0
2723,1.74,0,0,0
19677,1.45,0,0,0
4642,3.33,0,0,0
19741,2.11,0,0,0
14382,1.0,0,0,0
5422,1.83,0,0,0
1217,1.07,0,0,0
7527,3.31,0,0,1
8518,1.06,0,0,0
15304,1.75,0,0,0
12880,3.0,0,0,0
7460,1.05,0,0,0
18881,1.0,0,0,0
9022,2.0,0,0,0
9595,4.0,0,0,0
9414,2.67,1,0,1
17350,2.5,1,0,0
6663,3.0,0,0,0
1509,1.11,0,0,0
465,4.01,0,1,0
6095,2.5,0,0,0
8807,2.67,0,0,0
18968,1.2,0,0,0
13463,3.0,1,1,0
4786,1.8,0,0,0
361,2.76,1,0,1
2744,2.44,1,0,0
6689,1.17,0,0,0
18607,1.25,0,0,0
3870,3.0,0,0,1
3443,2.0,1,0,0
12127,2.25,1,0,0
5737,2.34,1,1,0
13684,1.14,0,0,0
13163,2.05,0,0,0
7922,2.08,1,0,1
2251,1.79,0,0,0
19817,1.2,0,0,0
3964,4.84,0,0,1
11142,1.77,0,0,0
1003,2.05,0,1,0
14894,2.0,1,0,0
1133,2.9,1,0,0
20273,1.32,0,0,0
7606,2.78,0,0,1
13606,1.64,0,0,0
2763,2.13,0,1,0
9279,1.49,0,0,0
15764,2.13,0,0,0
15722,1.0,0,0,0
17883,1.43,0,0,0
7300,2.26,0,1,0
17237,1.0,0,0,0
17240,1.67,0,0,0
737,1.16,0,0,0
14301,1.2,0,0,0
5907,1.0,0,0,0
6038,2.43,1,1,0
8927,2.0,0,0,0
9137,1.8,0,0,0
6277,2.34,0,0,0
16518,1.0,0,0,0
8328,3.0,0,0,0
15882,1.0,1,0,0
9926,1.0,0,0,0
7726,1.65,0,0,0
9921,1.4,0,0,0
11627,1.0,0,0,0
3572,1.22,0,0,0
8029,2.1,0,0,0
3018,2.27,0,0,0
17689,1.29,0,0,0
19382,2.8,0,0,0
8696,2.75,0,0,0
2585,2.22,1,1,0
14038,0.0,0,0,0
4829,1.88,0,0,0
16296,1.33,0,0,0
12447,1.0,0,0,0
4957,1.63,0,0,0
15859,2.0,1,0,0
18981,1.0,0,0,0
7404,3.0,1,0,0
14797,2.0,0,0,1
9297,2.2,0,0,0
13662,3.25,1,0,1
19540,1.0,0,0,0
16420,1.14,0,0,0
15198,1.4,0,0,0
13320,1.57,0,0,0
17706,0.0,0,0,0
877,2.46,1,1,0
9381,1.8,1,0,0
12899,3.67,0,0,0
11152,1.0,0,0,0
9280,2.0,1,0,0
17133,1.94,0,0,1
16824,1.0,0,0,0
14562,2.29,1,0,0
19233,1.63,0,0,0
10063,2.0,0,0,0
6399,2.0,1,0,0
12265,2.56,1,0,0
1382,3.4,0,0,1
2863,2.28,0,1,0
3646,1.96,1,0,0
748,2.11,0,1,0
17778,0.0,0,0,0
9876,2.33,0,0,0
9314,2.31,0,0,0
15359,2.04,0,0,0
7092,2.0,1,0,0
10736,1.0,0,0,0
11749,1.0,0,0,0
1107,2.21,1,0,0
10575,2.0,0,0,0
13785,1.9,0,0,0
342,2.32,0,1,0
2362,2.47,0,1,0
9956,1.14,0,0,0
6206,3.16,0,0,1
18717,2.0,0,0,0
3211,2.71,0,0,0
6151,3.82,0,0,1
19647,2.17,0,0,0
245,2.78,1,0,0
17326,1.0,0,0,0
4349,2.64,1,0,0
8977,1.75,0,0,0
19812,1.37,0,0,0
17902,1.0,0,0,0
14302,3.0,0,0,1
17043,1.0,0,0,0
3814,1.22,0,0,0
13934,2.69,0,0,0
7358,2.14,1,0,0
1789,3.2,0,0,1
11063,1.31,0,0,0
8537,2.53,0,1,0
17024,1.04,0,0,0
10325,1.67,0,0,0
18659,1.5,0,0,0
2870,4.22,0,1,0
2485,1.84,0,0,0
504,1.19,0,0,0
6252,2.2,0,0,0
4071,2.17,0,0,1
12869,1.25,0,0,0
4015,2.13,0,1,0
11662,1.0,1,0,0
11981,0.0,0,0,0
16857,3.0,0,0,0
18145,2.25,0,0,0
10839,2.57,0,0,0
16993,2.5,1,0,0
5102,2.63,1,0,0
18062,1.0,0,0,0
7972,1.11,0,0,0
9864,1.23,0,0,0
160,2.86,1,1,0
12129,2.18,1,1,0
18413,1.42,0,0,0
16502,1.0,0,0,0
12783,0.0,0,0,0
14319,1.11,0,0,0
12653,1.0,0,0,0
14395,3.7,1,0,0
4262,1.54,0,0,0
18896,1.67,0,0,0
15269,1.1,0,0,0
6537,2.78,0,0,1
16729,2.58,0,0,1
12356,1.4,0,0,0
20062,1.17,0,0,0
8931,2.0,0,0,0
15799,2.0,0,0,0
1535,2.85,1,0,0
4064,2.67,0,0,0
12417,1.67,0,0,0
4619,3.35,1,0,1
14869,2.65,0,0,1
6272,1.0,0,0,0
13168,0.0,0,0,0
8893,1.19,0,0,0
100,2.58,1,1,0
19566,1.63,0,0,0
8001,1.38,0,0,0
6112,1.73,0,0,0
17985,1.5,0,0,0
1235,3.67,1,1,0
14629,1.62,0,0,0
7556,2.0,0,0,0
9546,1.44,0,0,0
19401,1.0,0,0,0
3863,2.75,0,0,1
9472,2.8,0,0,0
18263,0.0,0,0,0
11559,0.0,0,0,0
13038,2.0,1,0,0
1456,2.74,0,1,0
11415,0.0,0,0,0
8541,3.0,0,0,0
2262,1.96,1,0,0
5349,4.19,0,0,1
4078,3.21,0,0,1
11801,1.0,0,0,0
11942,1.0,0,0,0
5604,2.09,0,0,0
17709,2.88,0,0,1
6968,3.13,0,0,0
18273,1.4,1,0,1
6628,2.14,0,0,1
18347,1.75,0,0,0
17502,1.76,0,0,0
8800,2.57,1,0,1
5048,3.79,1,0,1
1803,2.88,0,1,0
12636,2.4,0,0,0
11464,2.75,0,0,1
7694,2.0,0,0,0
8557,1.0,0,0,0
2749,1.75,0,0,0
5104,2.76,0,0,0
4775,2.0,0,0,0
6739,1.41,1,0,0
15856,2.0,0,0,0
18345,1.17,0,0,0
14233,0.0,0,0,0
16074,3.14,0,0,1
20133,1.0,0,0,0
2799,4.1,0,0,0
7159,1.13,0,0,0
16621,1.67,0,0,0
3403,2.25,1,1,0
17420,2.0,0,0,0
19248,1.43,0,0,0
9951,1.5,0,0,0
15931,3.0,0,0,0
8945,2.75,1,0,0
4453,1.28,0,0,0
1096,3.76,1,1,1
13132,0.0,0,0,0
4318,2.28,0,0,0
6782,2.77,0,0,1
19646,1.2,0,0,0
14131,1.8,0,0,0
766,4.04,1,1,0
3269,2.19,1,0,0
8315,2.0,1,0,0
13752,2.11,1,0,1
8491,0.0,1,0,0
3742,2.21,1,0,0
11304,3.0,1,0,0
19416,1.0,0,0,0
4571,1.6,0,0,0
10060,3.85,1,0,1
13445,2.0,0,0,0
10731,3.25,1,0,1
18469,3.38,0,0,1
14586,1.67,0,0,0
19967,1.0,0,0,0
14639,1.6,0,0,0
11115,3.54,0,0,1
6840,3.53,1,0,0
6835,1.0,0,0,0
18147,1.75,0,0,0
5698,1.31,0,0,0
367,1.65,0,0,0
12398,2.29,0,0,1
7242,1.25,0,0,0
16474,1.0,0,0,0
7600,2.21,0,1,0
13694,2.32,0,0,0
9790,1.44,0,0,0
846,1.15,0,0,0
11947,3.33,1,0,0
2037,1.75,0,0,0
113,4.05,1,1,0
4797,1.42,0,0,0
14189,2.33,0,1,0
8954,4.0,1,0,1
20235,1.04,0,0,0
20314,1.77,0,0,0
13305,3.2,1,0,0
20268,1.2,0,0,0
15797,1.5,0,0,0
14974,3.56,1,0,0
5427,1.33,0,0,0
15351,1.0,0,0,0
10396,1.89,0,0,0
5296,2.14,0,0,0
14460,2.63,0,0,1
16398,1.0,0,0,0
6597,2.0,1,0,0
12044,1.0,0,0,0
12836,2.0,1,0,0
19827,2.2,0,0,0
4393,2.04,0,0,0
9374,2.1,0,0,0
1136,1.58,0,1,0
1676,2.37,1,0,1
11704,2.0,0,0,0
8492,2.77,0,0,0
8971,1.4,0,0,0
950,1.69,0,0,0
9640,1.56,0,0,0
15591,1.67,0,0,0
982,2.63,1,1,0
4638,3.25,1,0,1
19279,2.63,1,0,0
4351,3.39,0,0,1
10783,2.5,1,0,0
745,2.78,1,1,0
8318,1.89,0,0,0
10365,1.14,0,0,0
13122,1.33,0,0,0
17552,2.1,0,0,0
17145,1.6,0,0,0
5300,2.69,1,0,0
7344,1.54,0,0,0
13267,2.0,0,0,0
13941,1.0,0,0,0
1379,1.14,0,0,0
14973,0.0,0,0,0
12371,2.2,0,0,0
5759,2.0,0,0,0
13490,2.33,0,0,0
15726,1.86,0,0,0
9052,4.63,1,0,1
18663,2.0,0,0,0
15328,0.0,0,0,0
6793,2.13,1,0,0
12186,1.0,0,0,0
13516,1.5,0,0,0
12544,2.0,0,0,0
8846,2.45,1,0,0
9393,2.0,0,0,0
1696,3.05,1,0,0
1419,1.22,0,0,0
6567,1.21,0,0,0
15843,1.33,0,0,0
6601,1.75,0,0,0
16436,1.6,1,0,1
8673,2.6,1,0,0
8180,1.68,0,0,0
18026,1.33,0,0,0
5332,2.24,0,0,0
16238,2.11,0,0,0
7632,3.4,0,0,0
8943,1.82,0,1,0
2758,3.57,0,0,0
2479,1.22,0,0,0
9310,2.75,1,0,1
4306,2.77,1,1,0
8252,3.54,0,0,1
11757,3.4,0,0,0
5089,2.38,0,0,0
7494,2.0,0,0,0
14272,1.18,1,0,0
17854,1.63,0,0,0
11070,1.0,0,0,0
5129,1.27,0,0,0
7042,1.38,0,0,0
14182,2.23,0,0,1
18298,1.0,0,0,0
18609,2.33,0,0,0
298,2.82,1,1,0
7110,2.5,0,0,0
1568,2.82,1,1,0
989,2.05,0,0,0
9964,2.86,1,0,0
5213,2.05,0,0,0
1636,2.21,1,1,0
4675,2.13,1,0,0
3740,2.2,0,0,0
5025,2.38,1,1,0
11812,2.0,1,0,0
19334,2.0,0,0,0
14401,2.14,0,0,0
33,2.69,1,0,0
13342,1.33,0,0,0
7285,3.91,1,0,1
18875,1.0,0,0,0
1232,1.1,0,0,0
19243,2.0,0,0,0
8792,2.53,0,0,1
16953,1.5,0,0,0
17746,1.5,1,0,1
13994,1.0,0,0,0
14467,1.0,0,0,0
12342,1.0,0,0,0
19582,2.33,0,0,0
11009,2.54,0,0,0
1206,3.41,0,1,0
14742,2.0,0,0,0
1049,1.52,0,0,0
11990,2.5,1,0,0
17830,2.63,1,0,0
18526,2.67,0,0,0
9324,2.25,0,0,0
16546,2.75,1,0,1
3921,1.42,0,0,0
1569,2.05,0,1,0
19091,3.0,0,0,0
10683,2.17,0,0,0
7750,1.8,0,0,0
8995,1.14,0,0,0
5148,2.6,0,0,1
14784,3.4,1,0,1
16182,1.5,0,0,0
8182,1.0,0,0,0
15077,3.14,1,0,1
11709,2.38,0,0,1
2818,2.45,0,1,0
19177,1.0,0,0,0
19409,1.17,0,0,0
16616,2.67,1,0,1
13471,2.0,0,0,0
12949,1.87,0,0,1
4546,3.04,1,0,1
20228,1.63,0,0,0
15365,1.0,0,0,0
17450,1.81,0,0,0
12170,1.14,0,0,0
17213,1.0,0,0,0
12139,1.0,0,0,0
121,1.94,1,0,0
4083,2.27,1,0,0
15372,2.0,0,0,0
5784,1.54,0,0,0
3615,2.0,0,0,0
16391,1.0,0,0,0
7210,1.0,0,0,0
8666,4.5,0,1,0
12546,2.27,1,0,1
12806,2.5,1,0,1
1608,2.74,1,0,0
2302,2.23,1,0,0
4474,3.0,1,0,0
724,2.45,0,1,0
18260,1.0,0,0,0
14921,1.84,1,0,0
15823,2.86,0,0,1
1542,2.49,1,0,0
15592,1.75,0,0,0
9457,3.27,1,0,1
7902,2.5,0,0,0
14519,1.33,0,0,0
13323,1.22,0,0,0
5973,3.1,1,0,0
203,3.34,1,1,0
14172,1.14,0,0,0
1783,2.63,1,1,0
8053,1.5,0,0,0
7065,1.22,0,0,0
11859,1.69,0,0,0
13751,1.0,0,0,0
10790,2.57,1,0,1
20171,1.43,0,0,0
13297,1.6,0,0,0
7986,2.0,0,0,0
16162,1.0,0,0,0
4932,3.21,0,0,0
7837,1.0,0,0,0
6602,2.67,0,0,0
12982,1.0,0,0,0
13345,1.34,0,0,0
1853,2.7,1,0,1
18695,1.5,0,0,0
707,3.36,0,1,0
14533,3.0,0,0,0
18373,1.0,0,0,0
12303,2.57,1,0,1
19399,1.75,0,0,0
14492,2.67,0,0,0
5348,1.0,0,0,0
20159,1.11,0,0,0
3702,2.46,0,0,0
2752,1.95,0,0,0
8128,2.59,1,0,0
7417,1.37,0,0,0
11658,3.07,1,0,0
18996,1.0,0,0,0
16680,1.5,1,0,0
19861,1.0,0,0,0
6103,1.19,0,0,0
17058,1.33,0,0,0
19508,2.57,1,0,0
19014,2.0,0,0,0
18993,1.12,0,0,0
933,1.24,0,0,0
10123,2.6,0,0,0
10604,2.25,0,0,1
16262,1.33,0,0,0
10474,1.79,0,0,1
8394,1.67,0,0,0
15157,2.0,0,0,0
9828,2.57,0,0,0
15343,1.88,0,0,0
1520,1.87,0,0,0
5972,2.0,0,0,0
5257,1.21,0,0,0
7770,2.0,0,1,0
13137,1.13,0,0,0
10589,0.0,1,0,0
5027,2.0,0,0,0
7690,4.34,0,0,1
16531,1.0,0,0,0
788,2.15,1,1,0
19919,1.42,0,0,0
4926,4.1,1,0,1
2571,2.09,0,0,0
8602,1.0,0,0,0
1207,2.29,1,1,0
8136,2.4,1,0,0
4576,1.14,0,0,0
718,4.04,1,1,0
11769,2.0,0,0,0
6481,1.67,1,0,0
9597,2.67,0,0,1
9542,2.0,0,0,0
3448,2.45,1,1,0
2869,2.72,1,0,1
13178,1.2,0,0,0
3664,2.26,0,0,0
6902,1.69,0,0,0
11418,3.88,0,0,1
13576,2.56,1,0,1
8380,4.33,0,0,0
302,2.47,0,1,0
9764,3.31,1,0,1
16438,1.5,0,0,0
18815,1.67,0,0,0
9240,1.0,0,0,0
15811,1.67,0,0,0
14424,4.0,0,0,0
18594,1.0,0,0,0
14673,1.14,0,0,0
6474,2.18,0,0,0
7652,3.0,0,1,1
18638,1.8,0,0,0
13753,2.0,0,0,0
13091,1.33,1,0,0
440,2.43,1,1,0
16795,2.8,1,1,1
236,3.5,0,1,0
19475,1.5,0,0,0
7940,2.3,0,0,1
4378,2.38,0,0,0
2161,2.2,0,0,0
9108,1.43,0,0,0
6492,2.55,0,0,0
9109,2.75,0,0,0
7388,2.5,1,0,0
13479,2.0,0,0,0
16731,1.2,0,0,0
2078,3.02,1,0,1
7707,2.4,1,0,0
9050,1.26,0,0,0
20157,1.57,0,0,0
5433,2.2,1,0,0
3170,2.91,1,0,0
5558,2.58,1,1,0
10545,2.2,0,0,0
7189,4.19,0,1,0
11114,2.33,0,0,0
4061,2.31,1,1,0
1580,1.07,0,0,0
17742,2.0,0,0,0
6432,1.17,0,0,0
14649,2.5,1,0,0
10317,3.0,0,1,0
6729,1.0,0,0,0
47,3.74,1,1,0
6978,1.0,0,0,0
5067,2.17,0,0,0
11871,2.5,0,0,0
18629,1.05,0,0,0
13056,2.75,1,0,1
1071,2.55,1,0,0
3376,2.0,0,0,0
19353,2.0,0,0,0
20259,1.03,0,0,0
2314,2.8,0,0,0
15393,1.0,0,0,0
19583,1.11,0,0,0
8396,3.36,1,0,0
16911,0.0,0,0,0
9382,2.83,0,0,0
9004,2.75,1,0,0
7560,1.43,0,0,0
963,2.15,0,1,0
830,2.78,1,1,0
4321,1.28,0,0,0
294,2.92,1,1,0
3641,1.19,0,0,0
291,1.64,0,0,0
6610,1.38,0,0,0
7117,2.47,0,0,1
11493,2.67,1,0,1
79,3.05,0,1,0
10379,2.54,0,0,1
18763,1.38,0,0,0
1130,3.52,0,1,0
516,1.26,0,0,0
10897,1.67,0,0,0
15713,1.57,0,0,0
14283,0.0,0,0,0
19666,1.0,0,0,0
222,3.22,1,0,0
2949,2.4,1,0,0
13209,1.6,1,0,0
13977,2.0,0,0,0
12999,2.0,1,0,0
4942,1.18,0,0,0
13959,1.63,1,0,0
6772,3.41,1,0,0
12088,2.88,1,0,1
1119,1.74,0,0,0
17924,1.0,0,0,0
1521,2.72,0,1,0
5826,2.0,0,0,0
6456,2.38,0,0,1
10298,3.0,0,0,1
7988,1.52,0,0,0
8482,3.0,1,0,1
14074,0.0,0,0,0
9091,3.2,1,0,1
16548,2.0,0,0,0
13397,1.0,0,0,0
14626,1.25,0,0,0
16376,1.0,0,0,0
2659,2.54,0,1,0
10183,1.25,0,0,0
12984,1.02,0,0,0
4760,3.07,1,0,1
16932,2.0,0,0,0
2608,1.43,0,0,0
